"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"FC"	"control1_.subset.sorted"	"control2_.subset.sorted"	"control3_.subset.sorted"	"treatment1_.subset.sorted"	"treatment2_.subset.sorted"	"treatment3_.subset.sorted"
"TTLL5"	324.447104446391	-0.0492813122852603	0.132733033497835	-0.37128144356065	0.710427917686097	0.858836124872877	0.966417636126691	327.107518609231	332.052063141673	329.565877400731	288.821426204083	361.729700646853	307.406040675773
"TGFB3"	104.866606581089	-0.125562538646535	0.218085123783303	-0.575750131271211	0.564784085219633	0.858836124872877	0.916646552784942	120.303981008258	104.619143181623	102.73504202924	81.6608199088926	106.45842455746	113.422228801061
"GPATCH2L"	0.35334027663882	1.974101040258	3.90061802913926	0.506099552817177	0.612786764473379	0.858836124872877	3.92883353029962	0	0	0	0	0	2.12004165983292
"WDR12"	0.190785707092222	1.02210342362529	4.0804728567969	0.250486514552536	0.802211132197152	0.858836124872877	2.03087778566939	0	0	0	0	1.14471424255333	0
"TRMT6"	0.143264596331391	1.02210342362529	4.0804728567969	0.250486514552536	0.802211132197152	0.858836124872877	2.03087778566939	0	0	0	0.859587577988344	0	0
"DZANK1"	0.508115616553547	-0.812119013277351	2.94800273230292	-0.275481092462537	0.782946650096905	0.858836124872877	0.569544702813167	0.994247776927753	0.9097316798402	0	0	1.14471424255333	0
"TRANK1"	1.32014354261665	-0.561203425906407	1.92866433029666	-0.290980352096875	0.771066346402379	0.858836124872877	0.677736593028335	0	3.6389267193608	1.01717863395287	0	1.14471424255333	2.12004165983292
"UBE2D3"	0.165707962821292	-0.901449928017203	4.0804728567969	-0.220918006234411	0.825156276838647	0.858836124872877	0.535348428405703	0.994247776927753	0	0	0	0	0
"SCLT1"	146.686791770052	-0.107477335158245	0.19140456484038	-0.561519184497372	0.574443655801329	0.858836124872877	0.928209690770489	126.269467669825	166.480897410757	163.765760066413	140.972362790088	123.62913819576	159.003124487469
"JADE1"	1307.81217748787	0.0945618353794482	0.0842762007231072	1.12204672930303	0.261842571873699	0.858836124872877	1.06774107241129	1204.03405785951	1275.44381513596	1317.24633096897	1450.12424406634	1286.65880862995	1313.36580826649
"APOM"	0.151621946640033	-0.901449928017203	4.0804728567969	-0.220918006234411	0.825156276838647	0.858836124872877	0.535348428405703	0	0.9097316798402	0	0	0	0
"HSPA1L"	0.169529772325479	-0.901449928017203	4.0804728567969	-0.220918006234411	0.825156276838647	0.858836124872877	0.535348428405703	0	0	1.01717863395287	0	0	0
"GPAT4"	0.17667013831941	1.02210342362529	4.0804728567969	0.250486514552536	0.802211132197152	0.858836124872877	2.03087778566939	0	0	0	0	0	1.06002082991646
"RRS1"	0.190785707092222	1.02210342362529	4.0804728567969	0.250486514552536	0.802211132197152	0.858836124872877	2.03087778566939	0	0	0	0	1.14471424255333	0
"SGK3"	385.344566293857	-0.142373838042992	0.124757728440761	-1.14120255171684	0.25378564272216	0.858836124872877	0.906027133760134	403.664597432668	424.844694485373	385.510702268139	408.304099544463	353.71670094898	336.026603083517
"MCMDC2"	0.17667013831941	1.02210342362529	4.0804728567969	0.250486514552536	0.802211132197152	0.858836124872877	2.03087778566939	0	0	0	0	0	1.06002082991646
"VIRMA"	556.893537257551	-0.0373566852658371	0.111081094279611	-0.336301019611886	0.736643881122291	0.858836124872877	0.974438685382781	519.991587333215	559.484983101723	613.358716273583	575.92367725219	571.212407034113	501.389852550485
"EEF1D"	0.17667013831941	1.02210342362529	4.0804728567969	0.250486514552536	0.802211132197152	0.858836124872877	2.03087778566939	0	0	0	0	0	1.06002082991646
"ZNF707"	0.169529772325479	-0.901449928017203	4.0804728567969	-0.220918006234411	0.825156276838647	0.858836124872877	0.535348428405703	0	0	1.01717863395287	0	0	0
"IQANK1"	72.1956263317296	-0.152360515925245	0.256994874653391	-0.592854297700425	0.553278665951376	0.858836124872877	0.899777055871967	91.4707954773533	69.1396076678552	67.1337898408897	60.1711304591841	72.1169972808599	73.1414372642356
"EPPK1"	0.165707962821292	-0.901449928017203	4.0804728567969	-0.220918006234411	0.825156276838647	0.858836124872877	0.535348428405703	0.994247776927753	0	0	0	0	0
"KANK1"	264.147387327883	-0.172063434950163	0.191106900171209	-0.900351765404676	0.36793308115562	0.858836124872877	0.887572310072831	224.699997585672	283.836284110142	332.61741330259	327.502867213559	224.363991540453	191.863770214879
"KRT80"	2.04797726785694	-0.187939329202667	1.51445403540151	-0.124097083707688	0.901238407176186	0.919263175319709	0.877858714121143	0.994247776927753	4.548658399201	1.01717863395287	3.43835031195337	2.28942848510666	0
"HNRNPA3"	0.342407653732255	0.060333407451236	3.66259093175768	0.0164728763259079	0.986857140708428	0.986857140708428	1.04270670297156	0	0.9097316798402	0	0	1.14471424255333	0
"AL627309.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC01128"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TUBB8P11"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC02593"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"NOC2L"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SAMD11"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"KLHL17"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PLEKHN1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PERM1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL645608.7"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"HES4"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ISG15"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL645608.8"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AGRN"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL390719.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RNF223"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"C1orf159"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL390719.3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TTLL10-AS1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC01342"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TTLL10"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TNFRSF18"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TNFRSF4"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SDF4"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"B3GALT6"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"C1QTNF12"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"UBE2J2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SCNN1D"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ACAP3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PUSL1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"INTS11"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CPTP"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TAS1R3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"DVL1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MXRA8"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AURKAIP1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CCNL2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"NDUFB4P8"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MRPL20"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MRPL20-AS1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ANKRD65"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC01770"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TMEM88B"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"VWA1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TMEM240"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ATAD3C"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ATAD3B"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ATAD3A"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SSU72"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL691432.3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"FNDC10"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL691432.4"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL691432.2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MIB2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CDK11B"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SLC35E2B"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL691432.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CDK11A"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL031282.2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL031282.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"NADK"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"GNB1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL109917.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CALML6"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TMEM52"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CFAP74"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL391845.2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL391845.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"GABRD"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"FAAP20"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PRKCZ"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MORN1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SKI"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RER1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PEX10"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PLCH2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PANK4"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"HES5"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TNFRSF14-AS1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TNFRSF14"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL139246.2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MMEL1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL139246.3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PRXL2B"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TTC34"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL592464.3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL589702.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ACTRT2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PRDM16-DT"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL008733.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PRDM16"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ARHGEF16"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MEGF6"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL513320.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL512413.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TPRG1L"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"WRAP73"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TP73"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CCDC27"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SMIM1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LRRC47"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CEP104"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL365330.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"DFFB"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"C1orf174"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC01134"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"EEF1DP6"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC02780"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL355602.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC01777"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"Z98886.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC01646"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AJAP1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"BX005132.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC02782"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC02781"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL139823.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"Z98259.3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL365255.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"Z97988.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MIR4689"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"NPHP4"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"KCNAB2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CHD5"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL031847.2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RNF207"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ICMT"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"HES3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"GPR153"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ACOT7"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL031848.2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"HES2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ESPN"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PLEKHG5"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"NOL9"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL591866.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TAS1R1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ZBTB48"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"KLHL21"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PHF13"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"DNAJC11"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"THAP3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CAMTA1-DT"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CAMTA1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"VAMP3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"Z98884.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PER3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"UTS2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TNFRSF9"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL009183.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PARK7"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ERRFI1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL034417.5"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL034417.3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RNU1-7P"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL358876.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LINC01714"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RNU6-991P"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RERE"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SLC45A1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ENO1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ENO1-AS1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RNU6-304P"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL139415.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"HMGN2P17"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL139415.2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CA6"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SLC2A7"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SLC2A5"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"GPR157"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MIR34AHG"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LNCTAM34A"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"H6PD"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"BX323043.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SPSB1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL928921.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PIK3CD-AS1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SLC25A33"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TMEM201"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PIK3CD"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CLSTN1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MZT1P1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CTNNBIP1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL357140.4"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"LZIC"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"NMNAT1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL590639.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RBP7"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"UBE4B"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL139424.3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"KIF1B"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PGD"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL139424.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CENPS-CORT"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"DFFA"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"PEX14"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CASZ1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"C1orf127"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL139423.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"HSPE1P24"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"CFL1P6"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MASP2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"TARDBP"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL109811.3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"SRM"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"EXOSC10"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MTOR"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"ANGPTL7"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"RPL39P6"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"UBIAD1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL031291.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"AL590989.1"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"DISP3"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"FBXO2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"FBXO44"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"MAD2L2"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"FBXO6"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
"DRAXIN"	0	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0
